equipamento;logradouro;horainicio;horafinal;quant000-009;porcentagem000-009;quant010-019;porcentagem010-019;quant020-029;porcentagem020-029;quant030-039;porcentagem030-039;quant040-049;porcentagem040-049;quant050-059;porcentagem050-059;quant060-069;porcentagem060-069;quant070-079;porcentagem070-079;quant080-089;porcentagem080-089;quant090-099;porcentagem090-099;quant100-200;porcentagem100-200;quanttotal;porcentagemtotal
CTTU-4129 (3CJ) do equipamento D23CJ000;AVENIDA BOA VIAGEM - TERCEIRO JARDIM -;23:00;23:59;0;0;5;0,18;51;0,5;505;0,61;2681;1,16;2971;3,69;749;15,83;252;18,45;109;18,92;30;13,76;35;21,6;7388;1,78
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;00:00;01:00;2;1,11;18;0,6;242;0,56;1359;0,77;622;3,52;295;7,82;188;11,45;69;11,08;38;17,76;8;16,33;3;8,57;2844;1,15
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;01:00;02:00;1;0,56;6;0,2;112;0,26;767;0,43;399;2,26;218;5,78;146;8,89;77;12,36;33;15,42;4;8,16;6;17,14;1769;0,72
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;02:00;03:00;0;0;8;0,27;86;0,2;507;0,29;297;1,68;173;4,59;126;7,67;48;7,7;18;8,41;9;18,37;4;11,43;1276;0,52
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;03:00;04:00;12;6,67;7;0,23;73;0,17;440;0,25;260;1,47;148;3,92;113;6,88;58;9,31;26;12,15;10;20,41;3;8,57;1150;0,47
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;04:00;05:00;5;2,78;13;0,43;96;0,22;717;0,41;369;2,09;203;5,38;124;7,55;82;13,16;23;10,75;6;12,24;5;14,29;1643;0,67
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;05:00;06:00;0;0;79;2,63;420;0,97;2947;1,67;646;3,65;194;5,14;88;5,36;42;6,74;11;5,14;1;2,04;2;5,71;4430;1,8
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;06:00;07:00;11;6,11;293;9,77;1538;3,56;7124;4,04;818;4,63;173;4,59;50;3,05;12;1,93;5;2,34;0;0;0;0;10024;4,06
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;07:00;08:00;10;5,56;292;9,73;2809;6,5;11662;6,61;751;4,25;149;3,95;39;2,38;6;0,96;0;0;0;0;1;2,86;15719;6,37
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;08:00;09:00;9;5;197;6,57;2891;6,68;11693;6,63;797;4,51;136;3,6;58;3,53;10;1,61;0;0;0;0;0;0;15791;6,4
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;09:00;10:00;16;8,89;174;5,8;2646;6,12;11217;6,36;908;5,14;112;2,97;33;2,01;5;0,8;0;0;0;0;0;0;15111;6,12
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;10:00;11:00;18;10;155;5,17;2641;6,11;11036;6,26;948;5,36;147;3,9;38;2,31;12;1,93;0;0;0;0;0;0;14995;6,08
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;11:00;12:00;18;10;168;5,6;2386;5,52;10867;6,16;1031;5,83;148;3,92;42;2,56;8;1,28;0;0;0;0;1;2,86;14669;5,94
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;12:00;13:00;7;3,89;121;4,03;2343;5,42;10592;6,01;932;5,27;109;2,89;41;2,5;12;1,93;0;0;1;2,04;0;0;14158;5,74
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;13:00;14:00;4;2,22;152;5,07;2025;4,68;9582;5,43;955;5,4;119;3,15;40;2,44;7;1,12;2;0,93;0;0;0;0;12886;5,22
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;14:00;15:00;5;2,78;108;3,6;2216;5,12;10256;5,82;1010;5,71;150;3,98;35;2,13;6;0,96;2;0,93;0;0;0;0;13788;5,59
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;15:00;16:00;13;7,22;145;4,83;2154;4,98;9973;5,66;940;5,32;137;3,63;26;1,58;8;1,28;0;0;0;0;0;0;13396;5,43
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;16:00;17:00;7;3,89;152;5,07;2788;6,45;11050;6,27;883;5;143;3,79;46;2,8;8;1,28;3;1,4;0;0;0;0;15080;6,11
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;17:00;18:00;11;6,11;282;9,4;3485;8,06;11941;6,77;762;4,31;132;3,5;31;1,89;9;1,44;3;1,4;0;0;2;5,71;16658;6,75
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;18:00;19:00;11;6,11;171;5,7;3791;8,77;11164;6,33;635;3,59;94;2,49;26;1,58;3;0,48;3;1,4;0;0;0;0;15898;6,44
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;19:00;20:00;2;1,11;126;4,2;2743;6,34;9290;5,27;629;3,56;100;2,65;28;1,71;11;1,77;1;0,47;0;0;1;2,86;12931;5,24
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;20:00;21:00;5;2,78;132;4,4;2386;5,52;7913;4,49;684;3,87;99;2,62;60;3,65;13;2,09;8;3,74;1;2,04;1;2,86;11302;4,58
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;21:00;22:00;6;3,33;112;3,73;1766;4,08;6562;3,72;606;3,43;102;2,7;39;2,38;11;1,77;2;0,93;0;0;0;0;9206;3,73
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;22:00;23:00;7;3,89;66;2,2;1109;2,56;4958;2,81;954;5,4;257;6,81;100;6,09;31;4,98;9;4,21;3;6,12;4;11,43;7498;3,04
CTTU-4130 (3CK) do equipamento D23CK000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;23:00;23:59;0;0;23;0,77;501;1,16;2739;1,55;840;4,75;235;6,23;125;7,61;75;12,04;27;12,62;6;12,24;2;5,71;4573;1,85
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;00:00;01:00;274;6,46;277;6,52;170;0,49;637;0,55;358;2,77;123;5,78;55;8,12;22;10;10;14,71;5;15,15;4;8,51;1935;1,11
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;01:00;02:00;49;1,15;41;0,96;66;0,19;320;0,28;185;1,43;90;4,23;51;7,53;19;8,64;7;10,29;2;6,06;3;6,38;833;0,48
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;02:00;03:00;223;5,25;170;4;64;0,19;186;0,16;130;1,01;51;2,4;35;5,17;8;3,64;0;0;2;6,06;2;4,26;871;0,5
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;03:00;04:00;340;8,01;115;2,71;45;0,13;211;0,18;119;0,92;57;2,68;37;5,47;17;7,73;4;5,88;2;6,06;1;2,13;948;0,54
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;04:00;05:00;136;3,2;79;1,86;56;0,16;426;0,37;229;1,77;114;5,35;64;9,45;29;13,18;9;13,24;6;18,18;2;4,26;1150;0,66
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;05:00;06:00;241;5,68;148;3,48;292;0,85;1350;1,17;344;2,66;105;4,93;51;7,53;16;7,27;3;4,41;2;6,06;4;8,51;2556;1,47
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;06:00;07:00;146;3,44;101;2,38;1093;3,17;4396;3,83;433;3,35;92;4,32;18;2,66;6;2,73;1;1,47;0;0;2;4,26;6288;3,61
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;07:00;08:00;194;4,57;162;3,81;2277;6,6;8023;6,98;650;5,03;63;2,96;21;3,1;2;0,91;1;1,47;1;3,03;1;2,13;11395;6,55
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;08:00;09:00;138;3,25;153;3,6;2534;7,34;8213;7,15;634;4,91;92;4,32;16;2,36;0;0;1;1,47;0;0;3;6,38;11784;6,77
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;09:00;10:00;110;2,59;115;2,71;2200;6,37;7749;6,74;701;5,43;83;3,9;15;2,22;1;0,45;1;1,47;0;0;1;2,13;10976;6,31
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;10:00;11:00;146;3,44;181;4,26;1968;5,7;6854;5,96;705;5,46;111;5,21;12;1,77;5;2,27;2;2,94;0;0;3;6,38;9987;5,74
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;11:00;12:00;192;4,52;286;6,73;2191;6,35;7386;6,43;811;6,28;100;4,7;17;2,51;6;2,73;1;1,47;0;0;0;0;10990;6,32
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;12:00;13:00;156;3,68;189;4,45;1932;5,6;6967;6,06;842;6,52;103;4,84;20;2,95;4;1,82;1;1,47;1;3,03;0;0;10215;5,87
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;13:00;14:00;143;3,37;220;5,18;1759;5,1;6312;5,49;730;5,65;88;4,13;17;2,51;6;2,73;3;4,41;1;3,03;3;6,38;9282;5,33
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;14:00;15:00;150;3,53;202;4,75;1904;5,52;6954;6,05;794;6,15;89;4,18;14;2,07;6;2,73;1;1,47;0;0;2;4,26;10116;5,81
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;15:00;16:00;103;2,43;149;3,51;1995;5,78;7171;6,24;766;5,93;77;3,62;16;2,36;5;2,27;2;2,94;0;0;3;6,38;10287;5,91
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;16:00;17:00;108;2,54;163;3,84;2129;6,17;7351;6,4;743;5,75;90;4,23;20;2,95;1;0,45;0;0;1;3,03;2;4,26;10608;6,1
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;17:00;18:00;79;1,86;164;3,86;2627;7,61;8169;7,11;707;5,47;81;3,8;20;2,95;4;1,82;2;2,94;1;3,03;1;2,13;11855;6,81
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;18:00;19:00;64;1,51;160;3,77;3183;9,22;7813;6,8;571;4,42;75;3,52;12;1,77;3;1,36;0;0;0;0;0;0;11881;6,83
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;19:00;20:00;64;1,51;221;5,2;2039;5,91;5875;5,11;506;3,92;52;2,44;8;1,18;5;2,27;0;0;0;0;1;2,13;8771;5,04
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;20:00;21:00;163;3,84;191;4,5;1516;4,39;4686;4,08;468;3,62;63;2,96;25;3,69;7;3,18;3;4,41;2;6,06;2;4,26;7126;4,09
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;21:00;22:00;192;4,52;147;3,46;1317;3,82;3749;3,26;438;3,39;59;2,77;17;2,51;5;2,27;2;2,94;1;3,03;2;4,26;5929;3,41
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;22:00;23:00;238;5,61;231;5,44;786;2,28;2771;2,41;594;4,6;132;6,2;48;7,09;12;5,45;5;7,35;2;6,06;0;0;4819;2,77
CTTU-4131 (3CL) do equipamento D23CL000;R. ARQUITETO LUIZ  NUNES, B. IMBIRIBEIRA ENTRE  N. 314 E 375 , SENT. IPSEP -;23:00;23:59;595;14,02;384;9,04;377;1,09;1349;1,17;458;3,55;139;6,53;68;10,04;31;14,09;9;13,24;4;12,12;5;10,64;3419;1,96
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;00:00;01:00;2;0,08;79;0,21;1752;0,46;4130;1,75;1750;11,08;712;15,42;223;15,97;50;15,38;17;17,53;4;14,81;1;1,72;8720;1,28
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;01:00;02:00;1;0,04;55;0,14;998;0,26;2350;0,99;1142;7,23;503;10,89;170;12,18;47;14,46;8;8,25;1;3,7;0;0;5275;0,78
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;02:00;03:00;1;0,04;41;0,11;670;0,18;1643;0,7;868;5,49;407;8,81;126;9,03;30;9,23;6;6,19;1;3,7;0;0;3793;0,56
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;03:00;04:00;0;0;18;0,05;432;0,11;1319;0,56;881;5,58;439;9,51;143;10,24;31;9,54;6;6,19;3;11,11;0;0;3272;0,48
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;04:00;05:00;8;0,33;27;0,07;689;0,18;1963;0,83;935;5,92;383;8,29;123;8,81;31;9,54;6;6,19;1;3,7;0;0;4166;0,61
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;05:00;06:00;13;0,53;254;0,67;3351;0,88;6947;2,94;1133;7,17;306;6,63;91;6,52;26;8;2;2,06;2;7,41;0;0;12125;1,78
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;06:00;07:00;63;2,59;1267;3,32;14034;3,69;11672;4,94;413;2,61;58;1,26;14;1;4;1,23;1;1,03;1;3,7;0;0;27527;4,05
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;07:00;08:00;97;3,98;1991;5,22;20133;5,29;13498;5,71;392;2,48;70;1,52;10;0,72;1;0,31;0;0;0;0;1;1,72;36193;5,32
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;08:00;09:00;94;3,86;1882;4,93;21432;5,63;14375;6,08;381;2,41;59;1,28;8;0,57;1;0,31;1;1,03;1;3,7;0;0;38234;5,62
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;09:00;10:00;95;3,9;1636;4,29;21499;5,65;13672;5,79;353;2,23;57;1,23;15;1,07;3;0,92;4;4,12;3;11,11;12;20,69;37349;5,49
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;10:00;11:00;61;2,51;1563;4,09;21100;5,54;13556;5,74;348;2,2;45;0,97;9;0,64;3;0,92;0;0;0;0;1;1,72;36686;5,4
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;11:00;12:00;86;3,53;1548;4,06;21858;5,74;14863;6,29;387;2,45;50;1,08;15;1,07;4;1,23;3;3,09;1;3,7;19;32,76;38834;5,71
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;12:00;13:00;69;2,83;1603;4,2;21710;5,7;15646;6,62;478;3,03;71;1,54;21;1,5;3;0,92;5;5,15;0;0;9;15,52;39615;5,83
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;13:00;14:00;48;1,97;1282;3,36;19162;5,03;14656;6,2;410;2,59;66;1,43;19;1,36;1;0,31;3;3,09;1;3,7;2;3,45;35650;5,24
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;14:00;15:00;62;2,55;1332;3,49;20836;5,47;14909;6,31;470;2,97;53;1,15;21;1,5;4;1,23;1;1,03;1;3,7;0;0;37689;5,54
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;15:00;16:00;88;3,61;1509;3,95;21902;5,75;13848;5,86;395;2,5;67;1,45;15;1,07;4;1,23;1;1,03;1;3,7;2;3,45;37832;5,56
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;16:00;17:00;170;6,98;2863;7,5;24093;6,33;12031;5,09;356;2,25;58;1,26;15;1,07;3;0,92;1;1,03;1;3,7;2;3,45;39593;5,82
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;17:00;18:00;490;20,12;5497;14,4;26754;7,03;9196;3,89;203;1,28;50;1,08;5;0,36;2;0,62;2;2,06;0;0;0;0;42199;6,21
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;18:00;19:00;590;24,23;4998;13,09;29415;7,73;8409;3,56;198;1,25;38;0,82;11;0,79;2;0,62;1;1,03;1;3,7;4;6,9;43667;6,42
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;19:00;20:00;239;9,82;3879;10,16;27884;7,32;8632;3,65;177;1,12;47;1,02;6;0,43;2;0,62;0;0;0;0;0;0;40866;6,01
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;20:00;21:00;87;3,57;2599;6,81;23816;6,26;8594;3,64;191;1,21;74;1,6;6;0,43;2;0,62;0;0;1;3,7;2;3,45;35372;5,2
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;21:00;22:00;52;2,14;1505;3,94;21438;5,63;9099;3,85;239;1,51;52;1,13;28;2,01;3;0,92;0;0;0;0;1;1,72;32417;4,77
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;22:00;23:00;12;0,49;578;1,51;11485;3,02;12902;5,46;1486;9,41;336;7,28;83;5,95;16;4,92;6;6,19;0;0;2;3,45;26906;3,96
CTTU-4132 (3CM) do equipamento D23CM000;AV. GENERAL SAN MARTIN , 1864 - SENTIDO  BAIRRO JARDIM SÃO PAULO;23:00;23:59;7;0,29;163;0,43;4286;1,13;8381;3,55;2214;14,01;617;13,36;219;15,69;52;16;23;23,71;3;11,11;0;0;15965;2,35
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;00:00;01:00;51;1,36;158;0,72;1031;0,61;1627;1,33;656;7,89;307;12,63;101;13,2;28;15,64;12;29,27;5;29,41;0;0;3976;1,21
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;01:00;02:00;21;0,56;108;0,49;589;0,35;838;0,69;352;4,24;146;6,01;47;6,14;14;7,82;4;9,76;2;11,76;0;0;2121;0,64
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;02:00;03:00;16;0,43;81;0,37;446;0,26;710;0,58;335;4,03;158;6,5;43;5,62;14;7,82;2;4,88;0;0;0;0;1805;0,55
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;03:00;04:00;25;0,67;117;0,53;412;0,24;639;0,52;337;4,05;143;5,88;61;7,97;9;5,03;3;7,32;3;17,65;0;0;1749;0,53
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;04:00;05:00;21;0,56;105;0,48;606;0,36;1115;0,91;512;6,16;254;10,45;89;11,63;19;10,61;5;12,2;0;0;0;0;2726;0,83
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;05:00;06:00;79;2,11;280;1,27;1711;1,01;3406;2,79;768;9,24;212;8,72;78;10,2;21;11,73;4;9,76;1;5,88;0;0;6560;1,99
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;06:00;07:00;169;4,51;687;3,12;5717;3,37;6604;5,41;308;3,71;68;2,8;14;1,83;3;1,68;0;0;0;0;0;0;13570;4,12
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;07:00;08:00;220;5,87;1181;5,36;9613;5,67;7834;6,41;236;2,84;44;1,81;11;1,44;2;1,12;0;0;0;0;0;0;19141;5,82
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;08:00;09:00;258;6,88;1564;7,1;11327;6,68;7871;6,44;242;2,91;32;1,32;5;0,65;2;1,12;0;0;0;0;0;0;21301;6,47
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;09:00;10:00;219;5,84;1481;6,72;10980;6,48;6966;5,7;243;2,92;28;1,15;5;0,65;2;1,12;0;0;0;0;0;0;19924;6,05
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;10:00;11:00;221;5,9;1353;6,14;10607;6,26;6928;5,67;220;2,65;44;1,81;9;1,18;0;0;1;2,44;0;0;3;27,27;19386;5,89
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;11:00;12:00;233;6,22;1320;5,99;10213;6,03;7450;6,1;248;2,98;38;1,56;12;1,57;1;0,56;0;0;0;0;0;0;19515;5,93
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;12:00;13:00;194;5,18;1151;5,23;9651;5,69;7995;6,55;287;3,45;41;1,69;17;2,22;4;2,23;0;0;0;0;1;9,09;19341;5,88
CTTU-4133 (3CN) do equipamento D23CN000;AV. AFONSO OLINDENSE, N. 996  BAIRRO: VARZEA - SENT. CAXANGA;13:00;14:00;201;5,36;1026;4,66;8359;4,93;7240;5,93;281;3,38;45;1,85;10;1,31;3;1,68;0;0;0;0;0;0;17165;5,22
